advice_date	observation_id	original_crop_name	advice_text_english
\n
2013-01-07	ap_kur_nan_ayy_0010_jan13_6_rice_b_2007-01-06	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_ayy_0011_jan13_6_rice_b_2007-01-06	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_gop_0001_aug12_9_rice_a_2007-01-06	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-08	ap_kur_nan_gop_0005_aug12_9_rice_a_2007-01-06	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_bil_0003_aug12_9_rice_a_2007-01-05	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_buk_0005_aug12_9_rice_a_2007-01-05	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_buk_0006_aug12_10_rice_a_2007-01-05	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-08	ap_kur_nan_buk_0008_aug12_9_rice_a_2007-01-05	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-08	ap_kur_nan_kot_0003_aug12_9_rice_a_2007-01-05	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-08	ap_kur_nan_kot_0009_aug12_9_rice_a_2007-01-05	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-08	ap_kur_mah_mah_0001_aug08_9_bana_a_2007-01-05	Banana	     NO PP MEASURES REQUIRED   
2013-01-08	ap_kur_mah_gaj_0003_aug08_8_bana_b_2007-01-06	Banana	\tAPPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_mah_gaj_0005_aug08_8_bana_a_2007-01-06	Banana	\tAPPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_nan_gop_0002_sep12_9_bana_a_2007-01-06	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_nan_gop_0009_jan13_6_bana_b_2007-01-06	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_nan_gop_0010_jan13_6_bana_b_2007-01-06	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_nan_gop_0011_jan13_6_bana_b_2007-01-06	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-08	ap_kur_nan_bil_0001_aug12_9_bana_a_2007-01-05	Banana	     NO PP MEASURES REQUIRED   
2013-01-08	ap_kur_nan_bil_0002_aug12_9_bana_a_2007-01-05	Banana	     NO PP MEASURES REQUIRED   
2013-01-08	ap_kur_nan_buk_0002_aug12_9_bana_a_2007-01-05	Banana	     NO PP MEASURES REQUIRED   
\n SPRAY POTASSIUM NITRATE @ 5  gm PER Lt WATER TO LEAVES & BUNCHES. 3 - 4 SPRAYS AT WEEKLY INTERVALS. ADD STICKER ALSO.                     
\n
2013-01-08	ap_kur_nan_kot_0005_aug12_9_bana_a_2007-01-05	Banana	     NO PP MEASURES REQUIRED   
\n SPRAY POTASSIUM NITRATE @ 5  gm PER Lt WATER TO LEAVES & BUNCHES. 3 - 4 SPRAYS AT WEEKLY INTERVALS. ADD STICKER ALSO.                     
\n
2013-01-09	ap_kur_ban_ban_0001_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_ban_0002_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_ban_0003_aug12_0_rice_a_2007-01-09	Rice	No PP measures required
\napply 50 - 60 kg urea / acre as per schedule 
\n
2013-01-09	ap_kur_ban_ban_0004_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_ban_0005_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_bho_0001_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-09	ap_kur_ban_bho_0002_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-09	ap_kur_ban_bho_0003_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-09	ap_kur_ban_bho_0004_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_bho_0005_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_kak_0001_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_kak_0002_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_kak_0003_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-09	ap_kur_ban_kak_0004_aug12_0_rice_a_2007-01-09	Rice	 \tAt present no advise.  Plant at 25 days age (2-3 leaves).
\n
2013-01-09	ap_kur_ban_san_0001_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_san_0003_aug12_0_rice_a_2007-01-09	Rice	 \tAt present no advise.  Plant at 25 days age (2-3 leaves).
\n
2013-01-09	ap_kur_ban_san_0004_aug12_0_rice_a_2007-01-09	Rice	 \tAt present no advise.  Plant at 25 days age (2-3 leaves).
\n
2013-01-09	ap_kur_ban_san_0005_aug12_0_rice_a_2007-01-09	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-09	ap_kur_ban_par_0001_aug12_0_cott_a_2007-01-09	Cotton	PICK COTTON & LEAVE  ANY MEASURES INVOLVES COST WHICH IS NOT ECONOMICAL
\n
2013-01-09	ap_kur_ban_par_0003_aug12_0_cott_a_2007-01-09	Cotton	SPRAY BORAX @ 1.0 TO 1.5 gr PER Lt. 2 SPRAYS AT WEEKLY INTERVAL.
\n
2013-01-09	ap_kur_ban_par_0004_aug12_0_cott_a_2007-01-09	Cotton	 SPRAY BORAX @ 1.0 TO 1.5 gr PER Lt. 2 SPRAYS AT WEEKLY INTERVAL.
\n
2013-01-12	ap_kur_pan_ner_0007_jan13_8_rice_b_2007-01-10	Rice	 \tAt present no advise.
\n  Plant at 25 days age (2-3 leaves).
\nApply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-12	ap_kur_pan_ner_0004_jan13_8_rice_b_2007-01-10	Rice	Apply fertiliser if not applied at planting. @ 76 Kg UREA + 200 Kg SSP + 50 Kg MOP / 35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\n
2013-01-12	ap_kur_pan_bal_0001_aug12_9_chil_a_2007-01-10	Chilli	   No PP measures required.    
2013-01-12	ap_kur_pan_bal_0005_aug12_9_chil_a_2007-01-10	Chilli	   No PP measures required.    
2013-01-12	ap_kur_pan_bal_0007_aug12_9_chil_a_2007-01-10	Chilli	   No PP measures required.    
2013-01-12	ap_kur_pan_bhu_0001_nov12_8_chil_a_2007-01-10	Chilli	FOR THRIPS SPRAY ANY SYSTEMIC INSECTICIDES WITH NEEM OIL SPRAY
\nFOR MITES - SPRAY DICOFOL @ 5 ml OR WETTABLE SULPHUR @ 3 gm PER Lt WATER. TARGET SPRAY ON LOWER SIDE OF LEAVES.
\n
2013-01-12	ap_war_gha_mal_0012_jul12_1_chil_a_2007-01-10	Chilli	FOR THRIPS SPRAY ANY SYSTEMIC INSECTICIDES WITH NEEM OIL SPRAY
\nFOR MITES - SPRAY DICOFOL @ 5 ml OR WETTABLE SULPHUR @ 3 gm PER Lt WATER. TARGET SPRAY ON LOWER SIDE OF LEAVES.
\nFor Fruit rot - spray mancozeb @ 2.5 g or carbendazim @ 1 g per Lt water
\n
2013-01-12	ap_war_gha_mal_0015_aug12_1_chil_a_2007-01-10	Chilli	Spray monocrotophos @ 1.5 ml or Phosalone @ 3ml or Acephate @ 1.5 gm or fipronil @ 2 ml per Lt water.   Add neem oil @ 3 ml / lt
\n      OBSERVE FOR SPODOPTERA  INCIDENCE & ADOPT IPM PRACTICES.
\n
2013-01-14	ap_war_gha_mad_0001_jul12_1_maiz_a_2007-01-10	Maize	SPRAY MANOCROTOPHOS @ 1.6.ml/Lt to prevent stem borer     
\n
2013-01-14	ap_war_gha_mal_0011_jul12_0_maiz_a_2007-01-10	Maize	SPRAY MANOCROTOPHOS @ 1.6.ml/Lt to prevent stem borer     
\n
2013-01-14	ap_war_gha_mal_0012_jul12_0_maiz_a_2007-01-10	Maize	SPRAY MANOCROTOPHOS @ 1.6.ml/Lt to prevent stem borer     
\n
2013-01-14	ap_war_gha_mal_0013_jul12_0_maiz_a_2007-01-10	Maize	   NO PP MEASURES REQUIRED  
2013-01-14	ap_war_gha_ven_0004_jul12_0_maiz_a_2007-01-10	Maize	APPLY CARBOFURAN 3G GRANULES IN WHORLS @ 3 Kg/ac during 40-45 days age OR SPRAY MANOCROTOPHOS @ 1.6.ml/Lt to prevent stem borer     
2013-01-14	ap_kur_pan_bhu_0002_jan13_8_must_b_2007-01-10	Mustard	 NO PP REQUIRED NOW.   
2013-01-14	ap_kur_pan_bhu_0010_jan13_7_must_b_2007-01-10	Mustard	   NO PP REQUIRED NOW.  
2013-01-14	ap_kur_pan_ner_0008_jan13_8_sunf_b_2007-01-10	Sunflower	   NO PP REQUIRED NOW. 
\nSpray Borax @ 1 gm / Lt on flower to increase seed setting  
2013-01-17	ap_kur_mah_mah_0001_aug08_9_bana_a_2007-01-14	Banana	    NO PP MEASURES REQUIRED   
2013-01-17	ap_kur_nan_bil_0005_aug12_5_bana_a_2007-01-14	Banana	     NO PP MEASURES REQUIRED 
\n SPRAY POTASSIUM NITRATE @ 5  gm PER Lt WATER TO LEAVES & BUNCHES. 3 - 4 SPRAYS AT WEEKLY INTERVALS. ADD STICKER ALSO.                     
\n
2013-01-17	ap_kur_nan_bil_0006_oct12_0_bana_a_2007-01-14	Banana	     NO PP MEASURES REQUIRED   
\n SPRAY POTASSIUM NITRATE @ 5  gm PER Lt WATER TO LEAVES & BUNCHES. 3 - 4 SPRAYS AT WEEKLY INTERVALS. ADD STICKER ALSO.                     
\n
2013-01-17	ap_kur_nan_buk_0002_aug12_9_bana_a_2007-01-14	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-17	ap_kur_nan_kot_0005_aug12_9_bana_a_2007-01-14	Banana	APPLY 45 Kg UREA + 35 Kg MOP PER ACRE BY PLACEMENT
\n
2013-01-17	ap_kur_baa_tan_0018_jan13_8_chic_b_2007-01-11	Chickpea_Bengalgram	  NO PP REQUIRED NOW.   
2013-01-17	ap_kur_baa_tan_0019_jan13_8_chic_b_2007-01-11	Chickpea_Bengalgram	  NO PP REQUIRED NOW. 
2013-01-17	ap_kur_baa_tan_0001_aug12_8_toba_a_2007-01-11	Tobacco	No advise required      
\n
2013-01-17	ap_kur_baa_tan_0009_aug12_8_toba_a_2007-01-11	Tobacco	 No advise required      
\n
2013-01-17	ap_kar_elk_gop_0012_aug12_12_mang_a_2012-01-15	Mango	Observe for Mango hoppers  & spray any systemic insecticides combined with neem oil @ 3 ml per Lt. water.        
2013-01-17	ap_kar_elk_gop_0014_aug12_14_mang_a_2007-01-15	Mango	 Observe for Mango hoppers  & spray any systemic insecticides combined with neem oil @ 3 ml per Lt. water.  
\n
2013-01-17	ap_kar_sai_ray_0009_aug12_9_citr_a_2012-01-15	Citrus	SPRAY ZINC SULPHATE @ 5 gm + MAGNESIUM SULPHATE @ 2 gm + FERROUS SULPHATE @ 2 gm + MANGANESE SULPHATE @ 2 gm +BORAX @ 1 gm + LIME @ 6 gm + UREA @ 10 gm PER Lt WATER.  4 SPRAYS PER YEAR ON LEAVES & AT FRUIT FORMATION STAGE.
\n
2013-01-17	ap_kar_sai_ray_0010_oct12_10_citr_a_2012-01-15	Citrus	SPRAY ZINC SULPHATE @ 5 gm + MAGNESIUM SULPHATE @ 2 gm + FERROUS SULPHATE @ 2 gm + MANGANESE SULPHATE @ 2 gm +BORAX @ 1 gm + LIME @ 6 gm + UREA @ 10 gm PER Lt WATER.  4 SPRAYS PER YEAR ON LEAVES & AT FRUIT FORMATION STAGE.
\n
2013-01-17	ap_kar_sai_ray_0008_aug12_8_citr_a_2007-01-15	Citrus	SPRAY ZINC SULPHATE @ 5 gm + MAGNESIUM SULPHATE @ 2 gm + FERROUS SULPHATE @ 2 gm + MANGANESE SULPHATE @ 2 gm +BORAX @ 1 gm + LIME @ 6 gm + UREA @ 10 gm PER Lt WATER.  4 SPRAYS PER YEAR ON LEAVES & AT FRUIT FORMATION STAGE.
\n
2013-01-17	ap_kur_nan_bil_0004_aug12_9_suga_a_2007-01-14	Sugarcane	\tNo advise required \t
2013-01-17	ap_kur_nan_buk_0007_sep12_0_suga_a_2007-01-14	Sugarcane	 No advise required  APPLY 60 kg UREA PER ACRE BY POCKETING
\n
2013-01-17	ap_kur_nan_kot_0001_aug12_9_suga_a_2007-01-14	Sugarcane	No advise required  APPLY 60 kg UREA PER ACRE BY POCKETING
\n
2013-01-17	ap_kur_baa_app_0001_aug12_8_redg_a_2007-01-11	Redgram	\tNO PP MEASURES REQUIRED NOW.\t    
2013-01-17	ap_kur_baa_tan_0006_aug12_8_redg_a_2007-01-11	Redgram	  NO PP MEASURES REQUIRED NOW.        
2013-01-17	ap_kur_gad_bol_0006_jul12_6_redg_a_2007-01-11	Redgram	  NO PP MEASURES REQUIRED NOW. 
2013-01-17	ap_kur_gad_bol_0007_jul12_7_redg_a_2007-01-11	Redgram	  NO PP MEASURES REQUIRED NOW. 
\n
2013-01-17	ap_kar_vee_pot_0005_aug12_5_turm_a_2012-01-15	Turmeric	SPRAY MANCOZEB @2.5g OR CARBENDAZIM @1g OR THIOPHANATE METHYL@1g PER Lt WATER ALONG WITH STICKER ( SANDOVIT @ 1 ml/LT) ON LOWER LEAVES. 3-4 SPRAYS AT 15 DAY INTERVAL
\n
2013-01-17	ap_kar_vee_pot_0010_dec12_11_turm_a_2012-01-15	Turmeric	SPRAY MANCOZEB @2.5g OR CARBENDAZIM @1g OR THIOPHANATE METHYL@1g PER Lt WATER ALONG WITH STICKER ( SANDOVIT @ 1 ml/LT) ON LOWER LEAVES. 3-4 SPRAYS AT 15 DAY INTERVAL
\n
2013-01-17	ap_kur_mah_mah_0003_aug08_9_turm_a_2007-01-14	Turmeric	SPRAY MANCOZEB @2.5g OR CARBENDAZIM @1g OR THIOPHANATE METHYL@1g PER Lt WATER ALONG WITH STICKER ( SANDOVIT @ 1 ml/LT) ON LOWER LEAVES. 3-4 SPRAYS AT 15 DAY INTERVAL
\n
2013-01-17	ap_kur_nan_bil_0007_sep12_0_turm_a_2007-01-14	Turmeric	NO CONTROL FOR STANDING CROP.
\nPROVIDE GOOD DRAINAGE
\nDRENCH IN EARLY STAGE BOTH INFECTED AND SURROUNDING PLANTS WITH MANCOZEB @ 3gm OR COC @ 3gm PER Lt 3- 4 TIMES AT WEEKLY INTERVALS 
\n
2013-01-17	ap_kur_nan_buk_0004_aug12_9_turm_a_2007-01-14	Turmeric	SPRAY MANCOZEB @2.5g OR CARBENDAZIM @1g OR THIOPHANATE METHYL@1g PER Lt WATER ALONG WITH STICKER ( SANDOVIT @ 1 ml/LT) ON LOWER LEAVES. 3-4 SPRAYS AT 15 DAY INTERVAL
\n
2013-01-17	ap_kur_nan_kot_0007_sep12_0_turm_a_2007-01-14	Turmeric	NO CONTROL FOR STANDING CROP.
\nPROVIDE GOOD DRAINAGE
\nDRENCH IN EARLY STAGE BOTH INFECTED AND SURROUNDING PLANTS WITH MANCOZEB @ 3gm OR COC @ 3gm PER Lt 3- 4 TIMES AT WEEKLY INTERVALS 
\n
2013-01-17	ap_kar_bhe_man_0014_aug12_14_grou_a_2012-01-15	Groundnut	\tAt this stage No PP required . Harvest in time
\n
2013-01-17	ap_kar_sai_ram_0005_nov12_22_grou_a_2012-01-15	Groundnut	Adopt IPM practices 
\nSpray Spodoptera NPV 250 LE / ha
\nIn early instars SprayChlorpyriphos @ 2.5 ml or Quinalphos @ 2 ml or Thidecarb @ 1 gm or Novuluron @ 1 ml per Lt.  
\nArrange Bird perches @ 10 / ac
\nUse Poison bait for grown up larvae
\nRice bran 5kg + Jaggery 0.5 kg + Monocrotophos 500 ml or chlorpyriphos 500 ml or Methomyl 300 ml. Mix thoroughly with water, make small balls & apply in evening hours for one acre.
\n
2013-01-17	ap_kur_baa_tan_0003_jan13_8_grou_b_2007-01-11	Groundnut	tikka leaf spot, iron chlorosis
\n  spray mancozeb @ 2g + carbendazim @ 1g per litre water twice at 10 day interval for tikka leaf spot.
\n
2013-01-17	ap_kur_baa_tan_0016_dec12_8_grou_b_2007-01-11	Groundnut	NO PP MEASURES REQUIRED   
\n
2013-01-17	ap_kur_baa_tan_0017_dec12_8_grou_b_2007-01-11	Groundnut	\tAPPLY 200 KG GYPSUM PER ACRE BEFORE PEGGING
\n
2013-01-17	ap_kur_gad_pes_0001_nov12_0_grou_a_2007-01-11	Groundnut	NO PP MEASURES REQUIRED    
\n
2013-01-17	ap_kur_gad_pes_0002_nov12_0_grou_a_2007-01-11	Groundnut	NO PP MEASURES REQUIRED    
2013-01-17	ap_kur_baa_tan_0003_aug12_8_chil_a_2007-01-11	Chilli	   No PP measures required.   
\n
2013-01-17	ap_kur_baa_tan_0004_aug12_8_chil_a_2007-01-11	Chilli	Spray Wettable Sulphur @ 3 gm or Karathane @ 1 ml or Benomyl 1 ml per Lt. 2 - 3 sprays at 10 days interval. Target spray on under side of leaf.
\n
2013-01-17	ap_kur_baa_tan_0005_aug12_8_chil_a_2007-01-11	Chilli	Spray Wettable Sulphur @ 3 gm or Karathane @ 1 ml or Benomyl 1 ml per Lt. 2 - 3 sprays at 10 days interval. Target spray on under side of leaf.
\n
2013-01-17	ap_kur_baa_tan_0010_aug12_8_chil_a_2007-01-11	Chilli	SPRAY TWICE ZINC SULPHATE @ 2 gm PER Lt AT 10 DAYS INTERVAL
\n
2013-01-17	ap_kur_gad_gad_0006_jul12_0_chil_a_2007-01-11	Chilli	spray mancozeb @ 2.5 gm or carbendazim @ 1gm per Lt water for leaf spot
\n
2013-01-17	ap_kur_gad_gad_0007_jul12_0_chil_a_2007-01-11	Chilli	Spray monocrotophos @ 1.5 ml or Phosalone @ 3ml or Acephate @ 1.5 gm or fipronil @ 2 ml per Lt water.
\nAdd neem oil @ 3 ml / lt
\n
2013-01-17	ap_kur_gad_man_0004_jul12_0_chil_a_2007-01-11	Chilli	 No PP measures required.  
2013-01-17	ap_kur_gad_man_0005_jul12_0_chil_a_2007-01-11	Chilli	spray mancozeb @ 2.5 g or carbendazim @ 1 g per Lt water
\n
2013-01-17	ap_kur_gad_pes_0004_jul12_0_chil_a_2007-01-11	Chilli	HARVEST FRUITS AND DRY.
\nLEAVE THE AFFECTED PART OF FIELD.
2013-01-17	ap_kur_gad_pes_0005_jul12_0_chil_a_2007-01-11	Chilli	Spray Wettable Sulphur @ 3 gm or Karathane @ 1 ml or Benomyl 1 ml per Lt. 2 - 3 sprays at 10 days interval. Target spray on under side of leaf.
\n
2013-01-17	ap_kar_bhe_man_0016_nov12_22_maiz_a_2012-01-15	Maize	   NO PP MEASURES REQUIRED  
2013-01-17	ap_kar_elk_gop_0001_dec12_19_maiz_a_2012-01-15	Maize	  NO PP MEASURES REQUIRED 
\n APPLY  35 Kg UREA PER ACRE
\n
2013-01-17	ap_kar_elk_gop_0015_dec12_17_maiz_a_2012-01-15	Maize	  NO PP MEASURES REQUIRED  
2013-01-17	ap_kar_vee_pot_0004_dec12_0_maiz_a_2012-01-15	Maize	  NO PP MEASURES REQUIRED  
2013-01-17	ap_kar_bhe_man_0015_nov12_22_maiz_a_2007-01-15	Maize	  NO PP MEASURES REQUIRED  
2013-01-17	ap_kar_sai_ram_0006_dec12_19_maiz_a_2007-01-15	Maize	APPLY CARBOFURAN 3G GRANULES IN WHORLS @ 3 Kg/ac during 40-45 days age OR SPRAY MANOCROTOPHOS @ 1.6.ml/Lt to prevent stem borer     
\n
2013-01-17	ap_kar_vee_pot_0007_aug12_7_rice_a_2012-01-15	Rice	Apply fertiliser if not applied at planting. @  35 Kg UREA + 150 Kg SSP + 10 Kg MOP PER ACRE.
\nAlso apply Zinc sulphate @ 20 kg per acre  
\nMAKE ALLEWAYS AFTERWARDS
\nPlant is in transition stage and new leaves will be healthy after establishment.
\n
2013-01-17	ap_kur_mah_mah_0005_aug08_9_rice_a_2007-01-14	Rice	No PP measures required
\napply 50 - 60 kg urea / acre as per schedule 
\n
2013-01-17	ap_kur_baa_kya_0001_nov12_9_maiz_a_2007-01-11	Maize	NO PP MEASURES REQUIRED
\n
2013-01-17	ap_kur_baa_san_0002_sep12_8_maiz_a_2007-01-11	Maize	NO PP MEASURES REQUIRED
\n
2013-01-17	ap_kur_gad_bol_0001_jul12_0_maiz_a_2007-01-11	Maize	   NO PP MEASURES REQUIRED  
2013-01-17	ap_kur_gad_bol_0002_jul12_10_maiz_a_2007-01-11	Maize	   NO PP MEASURES REQUIRED  
